N	MC est. error	MC actual error	Value
608	6.456619E-002	6.893366E-002	3.210526
609	6.732713E-002	2.829216E-002	3.113300
610	6.613519E-002	1.250571E-002	3.154098
611	6.659673E-002	5.749773E-003	3.135843
612	6.378776E-002	8.716552E-002	3.228758
613	6.640928E-002	2.930337E-003	3.138662
614	6.538434E-002	3.104578E-002	3.172638
615	6.451823E-002	5.840735E-002	3.200000
616	6.853529E-002	8.964460E-002	3.051948
617	6.393899E-002	7.396650E-002	3.215559
618	6.443942E-002	5.581835E-002	3.197411
619	6.904551E-002	1.173600E-001	3.024233
620	6.682447E-002	3.191523E-002	3.109677
621	6.806844E-002	8.201133E-002	3.059581
622	6.611588E-002	9.759856E-003	3.131833
623	6.804404E-002	8.541288E-002	3.056180
624	6.447082E-002	4.430478E-002	3.185897
625	6.785980E-002	8.239265E-002	3.059200
626	6.429107E-002	4.690575E-002	3.188498
627	6.202948E-002	1.183754E-001	3.259968
628	6.373229E-002	6.222900E-002	3.203822
629	6.781063E-002	8.912842E-002	3.052464
630	6.574049E-002	1.143392E-002	3.130159
631	6.633207E-002	3.541199E-002	3.106181
632	6.503564E-002	1.030608E-002	3.151899
633	6.309924E-002	7.483705E-002	3.216430
634	6.262403E-002	8.869126E-002	3.230284
635	6.614043E-002	3.608084E-002	3.105512
636	6.414394E-002	3.450798E-002	3.176101
637	6.313157E-002	6.719856E-002	3.208791
638	6.520089E-002	6.796415E-003	3.134796
639	6.424063E-002	2.585649E-002	3.167449
640	6.569750E-002	2.909265E-002	3.112500
641	6.837628E-002	1.400326E-001	3.001560
642	6.397969E-002	2.974691E-002	3.171340
643	6.717185E-002	9.338115E-002	3.048212
644	6.398360E-002	2.610921E-002	3.167702
645	6.638262E-002	6.562366E-002	3.075969
646	6.550046E-002	3.323352E-002	3.108359
647	6.666962E-002	8.131445E-002	3.060278
648	6.381504E-002	2.507401E-002	3.166667
649	6.407494E-002	1.403138E-002	3.155624
650	6.531601E-002	3.390035E-002	3.107692
651	6.523006E-002	3.252967E-002	3.109063
652	6.465734E-002	1.275830E-002	3.128834
653	6.440725E-002	5.298626E-003	3.136294
654	6.497350E-002	2.844281E-002	3.113150
655	6.407162E-002	3.445514E-003	3.145038
656	6.706641E-002	1.172024E-001	3.024390
657	6.373591E-002	1.213642E-002	3.153729
658	6.365203E-002	1.342254E-002	3.155015
659	6.422805E-002	9.574444E-003	3.132018
660	6.156089E-002	8.264977E-002	3.224242
661	6.340163E-002	1.725757E-002	3.158850
662	6.568485E-002	7.210625E-002	3.069486
663	6.618566E-002	9.483549E-002	3.046757
664	6.049446E-002	1.114194E-001	3.253012
665	6.420778E-002	1.978814E-002	3.121805
666	6.443835E-002	3.048154E-002	3.111111
667	6.323735E-002	1.283014E-002	3.154423
668	6.144946E-002	7.397621E-002	3.215569
669	6.240752E-002	3.927431E-002	3.180867
670	6.315517E-002	1.064615E-002	3.152239
671	6.274621E-002	2.383209E-002	3.165425
672	6.331466E-002	1.264489E-003	3.142857
673	6.577870E-002	9.850201E-002	3.043091
674	6.498264E-002	6.740868E-002	3.074184
675	6.430977E-002	4.233339E-002	3.099259
676	6.330738E-002	5.497979E-003	3.136095
677	6.488264E-002	6.921451E-002	3.072378
678	6.421564E-002	4.424752E-002	3.097345
679	6.472028E-002	6.648220E-002	3.075110
680	6.375481E-002	2.982795E-002	3.111765
681	6.093761E-002	7.132952E-002	3.212922
682	6.153503E-002	4.902318E-002	3.190616
683	6.381350E-002	3.763951E-002	3.103953
684	6.596640E-002	1.298967E-001	3.011696
685	6.243168E-002	1.169202E-002	3.153285
686	6.020266E-002	8.872805E-002	3.230321
687	6.319690E-002	2.077752E-002	3.120815
688	5.969887E-002	1.025934E-001	3.244186
689	6.258362E-002	8.089090E-004	3.140784
690	6.107585E-002	5.261024E-002	3.194203
691	6.033193E-002	7.693122E-002	3.218524
692	6.368359E-002	4.910710E-002	3.092486
693	6.403003E-002	6.511358E-002	3.076479
694	6.279748E-002	1.767335E-002	3.123919
695	6.286778E-002	2.216819E-002	3.119424
696	6.110056E-002	4.231539E-002	3.183908
697	6.134153E-002	3.200849E-002	3.173601
698	6.078746E-002	5.038442E-002	3.191977
699	6.103088E-002	4.009547E-002	3.181688
700	6.233400E-002	1.016408E-002	3.131429
701	6.072018E-002	4.813631E-002	3.189729
702	6.142702E-002	2.080051E-002	3.162393
703	6.119713E-002	2.768188E-002	3.169275
704	6.096645E-002	3.454371E-002	3.176136
705	6.120009E-002	2.436479E-002	3.165957
706	6.157947E-002	8.548989E-003	3.150142
707	6.194860E-002	7.222074E-003	3.134371
708	6.355533E-002	7.379604E-002	3.067797
709	5.914764E-002	9.112949E-002	3.232722
710	5.823008E-002	1.203792E-001	3.261972
711	6.075105E-002	3.140313E-002	3.172996
712	6.186335E-002	1.237917E-002	3.129213
713	5.982572E-002	6.177341E-002	3.203366
714	6.113013E-002	1.246897E-002	3.154062
715	6.289247E-002	5.907517E-002	3.082517
716	6.007482E-002	4.835148E-002	3.189944
717	5.984665E-002	5.506007E-002	3.196653
718	5.977375E-002	5.617893E-002	3.197772
719	6.190978E-002	2.615455E-002	3.115438
720	5.699373E-002	1.472962E-001	3.288889
721	6.076241E-002	1.513411E-002	3.156727
722	6.154918E-002	1.693891E-002	3.124654
723	5.712834E-002	1.391819E-001	3.280775
724	6.314119E-002	8.634403E-002	3.055249
725	6.017728E-002	3.082114E-002	3.172414
726	5.995648E-002	3.747071E-002	3.179063
727	5.849806E-002	8.811849E-002	3.229711
728	6.025540E-002	2.324251E-002	3.164835
729	5.851496E-002	8.474479E-002	3.226337
730	6.068676E-002	3.612826E-003	3.145205
731	5.944962E-002	4.855783E-002	3.190150
732	6.082440E-002	4.980632E-003	3.136612
733	6.347247E-002	1.184003E-001	3.023192
734	6.025888E-002	1.372070E-002	3.155313
735	6.102361E-002	1.778313E-002	3.123810
736	5.833627E-002	8.123343E-002	3.222826
737	6.018789E-002	1.173163E-002	3.153324
738	6.250138E-002	8.468208E-002	3.056911
739	6.140796E-002	4.010416E-002	3.101488
740	5.896568E-002	5.300194E-002	3.194595
741	6.265545E-002	9.705824E-002	3.044534
742	5.912026E-002	4.439117E-002	3.185984
743	5.990670E-002	1.318527E-002	3.154778
744	6.118525E-002	3.944212E-002	3.102151
745	6.004446E-002	4.716071E-003	3.146309
746	6.217925E-002	8.529239E-002	3.056300
747	5.833421E-002	6.590400E-002	3.207497
748	5.927899E-002	2.953034E-002	3.171123
749	5.962928E-002	1.461562E-002	3.156208
750	6.237948E-002	1.015927E-001	3.040000
751	6.030330E-002	1.509465E-002	3.126498
752	6.151369E-002	6.712457E-002	3.074468
753	6.042833E-002	2.339876E-002	3.118194
754	5.815232E-002	6.265138E-002	3.204244
755	6.155101E-002	7.404298E-002	3.067550
756	5.787151E-002	7.004756E-002	3.211640
757	6.116811E-002	6.101141E-002	3.080581
758	5.982343E-002	7.028010E-003	3.134565
759	6.053122E-002	3.750833E-002	3.104084
760	6.046305E-002	3.632950E-002	3.105263
761	6.014022E-002	2.464127E-002	3.116951
762	6.020024E-002	2.873176E-002	3.112861
763	5.961640E-002	6.599207E-003	3.134993
764	6.081303E-002	5.782302E-002	3.083770
765	5.935086E-002	8.910065E-004	3.142484
766	5.967446E-002	1.365532E-002	3.127937
767	5.714185E-002	8.135389E-002	3.222947
768	5.848242E-002	3.028235E-002	3.171875
769	5.729981E-002	7.297172E-002	3.214564
770	6.135762E-002	9.224200E-002	3.049351
771	6.070379E-002	6.506866E-002	3.076524
772	6.167835E-002	1.105046E-001	3.031088
773	5.689583E-002	8.221071E-002	3.223803
774	6.131858E-002	9.766501E-002	3.043928
775	5.894814E-002	1.633153E-003	3.143226
776	5.901118E-002	2.417396E-003	3.139175
777	6.100490E-002	8.882560E-002	3.052767
778	6.011938E-002	5.161836E-002	3.089974
779	6.064244E-002	7.612410E-002	3.065469
780	5.571716E-002	1.148176E-001	3.256410
781	5.906477E-002	1.227127E-002	3.129321
782	5.810172E-002	2.464776E-002	3.166240
783	5.790561E-002	3.082114E-002	3.172414
784	6.019825E-002	6.506204E-002	3.076531
785	5.929946E-002	2.821686E-002	3.113376
786	5.676841E-002	6.960328E-002	3.211196
787	5.542470E-002	1.163489E-001	3.257942
788	5.810586E-002	1.576775E-002	3.157360
789	5.573495E-002	1.030208E-001	3.244613
790	6.015401E-002	7.323822E-002	3.068354
791	5.816931E-002	8.849824E-003	3.150442
792	5.759357E-002	3.012452E-002	3.171717
793	5.673690E-002	6.143383E-002	3.203026
794	5.835409E-002	3.053611E-003	3.138539
795	6.114356E-002	1.277562E-001	3.013836
796	5.835081E-002	5.914262E-003	3.135678
797	5.753621E-002	2.528313E-002	3.166876
798	5.601792E-002	8.146499E-002	3.223058
799	5.766458E-002	1.735603E-002	3.158949
800	5.917110E-002	4.659265E-002	3.095000
801	5.637380E-002	6.439986E-002	3.205993
802	5.696796E-002	4.045223E-002	3.182045
803	5.791160E-002	1.620298E-003	3.143213
804	5.784938E-002	2.685953E-003	3.144279
805	5.558898E-002	8.822101E-002	3.229814
806	5.697725E-002	3.458601E-002	3.176179
807	5.627026E-002	6.039000E-002	3.201983
808	5.760176E-002	6.922198E-003	3.148515
809	5.814098E-002	1.674717E-002	3.124845
810	5.866080E-002	4.035809E-002	3.101235
811	5.801763E-002	1.458895E-002	3.127004
812	5.842247E-002	3.321827E-002	3.108374
813	5.968960E-002	9.116215E-002	3.050431
814	5.829946E-002	3.102754E-002	3.110565
815	5.753506E-002	4.883591E-004	3.141104
816	5.572606E-002	6.919166E-002	3.210784
817	5.680722E-002	2.609400E-002	3.167687
818	6.021028E-002	1.244777E-001	3.017115
819	5.910587E-002	7.443759E-002	3.067155
820	5.495988E-002	9.255369E-002	3.234146
821	5.752555E-002	8.827733E-003	3.132765
822	5.945214E-002	9.536394E-002	3.046229
823	5.763708E-002	1.644077E-002	3.125152
824	5.880141E-002	6.877712E-002	3.072816
825	5.669254E-002	1.961947E-002	3.161212
826	5.513326E-002	7.874633E-002	3.220339
827	5.401040E-002	1.183832E-001	3.259976
828	5.565415E-002	5.647498E-002	3.198068
829	5.795490E-002	3.905948E-002	3.102533
830	5.710312E-002	4.243256E-003	3.137349
831	5.572754E-002	4.974309E-002	3.191336
832	5.777603E-002	3.582342E-002	3.105769
833	5.959817E-002	1.211845E-001	3.020408
834	5.604078E-002	3.346730E-002	3.175060
835	5.759822E-002	3.261062E-002	3.108982
836	5.686418E-002	2.836673E-003	3.138756
837	5.487838E-002	7.465585E-002	3.216249
838	5.456634E-002	8.513766E-002	3.226730
839	5.725215E-002	2.359504E-002	3.117998
840	5.640012E-002	1.078830E-002	3.152381
841	5.502426E-002	6.411484E-002	3.205707
842	5.545634E-002	4.605580E-002	3.187648
843	5.860560E-002	9.058435E-002	3.051008
844	5.534163E-002	4.798081E-002	3.189573
845	5.667995E-002	7.864843E-003	3.133728
846	5.684484E-002	1.629715E-002	3.125296
847	5.754481E-002	4.832229E-002	3.093270
848	5.738067E-002	4.253605E-002	3.099057
849	5.611097E-002	1.035081E-002	3.151943
850	5.535790E-002	3.958382E-002	3.181176
851	5.553591E-002	3.114530E-002	3.172738
852	5.605329E-002	8.642088E-003	3.150235
853	5.633242E-002	4.429699E-003	3.137163
854	5.682179E-002	2.683856E-002	3.114754
855	5.435554E-002	7.244243E-002	3.214035
856	5.417728E-002	7.803351E-002	3.219626
857	5.632569E-002	9.737344E-003	3.131855
858	5.813438E-002	9.264160E-002	3.048951
859	5.643005E-002	1.702921E-002	3.124563
860	5.407792E-002	7.701200E-002	3.218605
861	5.642490E-002	1.964143E-002	3.121951
862	5.636864E-002	1.862282E-002	3.122970
863	5.252862E-002	1.307133E-001	3.272306
864	5.646945E-002	2.585191E-002	3.115741
865	5.392421E-002	7.690446E-002	3.218497
866	5.446416E-002	5.471220E-002	3.196305
867	5.452597E-002	5.102557E-002	3.192618
868	5.613995E-002	1.716869E-002	3.124424
869	5.619037E-002	2.076412E-002	3.120829
870	5.665511E-002	4.274208E-002	3.098851
871	5.586706E-002	9.560507E-003	3.132032
872	5.623398E-002	2.691375E-002	3.114679
873	5.564970E-002	2.990134E-003	3.138603
874	5.703654E-002	6.607778E-002	3.075515
875	5.688214E-002	6.044980E-002	3.081143
876	5.611732E-002	2.743740E-002	3.114155
877	5.810437E-002	1.222084E-001	3.019384
878	5.767962E-002	1.028683E-001	3.038724
879	5.304765E-002	9.390223E-002	3.235495
880	5.405057E-002	5.386189E-002	3.195455
881	5.665089E-002	5.873227E-002	3.082860
882	5.698546E-002	7.583302E-002	3.065760
883	5.400370E-002	5.206533E-002	3.193658
884	5.406331E-002	4.845260E-002	3.190045
885	5.541946E-002	9.389264E-003	3.132203
886	5.504992E-002	5.134209E-003	3.146727
887	5.582545E-002	2.998048E-002	3.111612
888	5.617162E-002	4.699806E-002	3.094595
889	5.390968E-002	4.850858E-002	3.190101
890	5.702314E-002	8.990726E-002	3.051685
891	5.369205E-002	5.481588E-002	3.196409
892	5.451651E-002	1.984232E-002	3.161435
893	5.358687E-002	5.661563E-002	3.198208
894	5.353444E-002	5.751249E-002	3.199105
895	5.666050E-002	8.014014E-002	3.061453
896	5.354153E-002	5.483592E-002	3.196429
897	5.062240E-002	1.627552E-001	3.304348
898	5.493292E-002	5.735193E-003	3.135857
899	5.425430E-002	2.192236E-002	3.163515
900	5.441294E-002	1.396290E-002	3.155556
901	5.497882E-002	1.173694E-002	3.129856
902	5.532657E-002	2.851061E-002	3.113082
903	5.740309E-002	1.294110E-001	3.012182
904	5.502275E-002	1.769885E-002	3.123894
905	5.273992E-002	7.608690E-002	3.217680
906	5.491828E-002	1.576484E-002	3.125828
907	5.456402E-002	1.570603E-003	3.140022
908	5.643091E-002	8.872922E-002	3.052863
909	5.425619E-002	9.122418E-003	3.150715
910	5.480993E-002	1.631793E-002	3.125275
911	5.680716E-002	1.119549E-001	3.029638
912	5.576298E-002	6.264529E-002	3.078947
913	5.353056E-002	3.474908E-002	3.176342
914	5.430389E-002	6.392939E-004	3.142232
915	5.425263E-002	1.576745E-003	3.143169
916	5.337789E-002	3.744665E-002	3.179039
917	5.531727E-002	4.889909E-002	3.092694
918	5.419968E-002	1.954685E-005	3.141612
919	5.502564E-002	3.821942E-002	3.103373
920	5.379568E-002	1.492909E-002	3.156522
921	5.343781E-002	2.887423E-002	3.170467
922	5.317978E-002	3.845073E-002	3.180043
923	5.482146E-002	3.433372E-002	3.107259
924	5.399492E-002	1.264489E-003	3.142857
925	5.509473E-002	4.970076E-002	3.091892
926	5.359441E-002	1.607473E-002	3.157667
927	5.334173E-002	2.561339E-002	3.167206
928	5.329180E-002	2.651079E-002	3.168103
929	5.479940E-002	4.148501E-002	3.100108
930	5.427739E-002	1.901201E-002	3.122581
931	5.293806E-002	3.778436E-002	3.179377
932	5.474121E-002	4.288021E-002	3.098712
933	5.450523E-002	3.333971E-002	3.108253
934	5.140562E-002	9.609471E-002	3.237687
935	5.354366E-002	7.070448E-003	3.148663
936	5.490624E-002	5.612257E-002	3.085470
937	5.494630E-002	5.941549E-002	3.082177
938	5.249082E-002	4.817280E-002	3.189765
939	5.457538E-002	4.468105E-002	3.096912
940	5.443437E-002	3.946499E-002	3.102128
941	5.510185E-002	7.251720E-002	3.069075
942	5.358631E-002	3.588407E-003	3.138004
943	5.265435E-002	3.550173E-002	3.177094
944	5.339242E-002	2.475143E-003	3.144068
945	5.550485E-002	9.820641E-002	3.043386
946	5.093866E-002	1.015363E-001	3.243129
947	5.399809E-002	2.860427E-002	3.112988
948	5.290722E-002	1.874490E-002	3.160338
949	5.185592E-002	6.177932E-002	3.203372
950	5.394336E-002	3.001371E-002	3.111579
951	5.452171E-002	5.852220E-002	3.083070
952	5.499134E-002	8.276912E-002	3.058824
953	5.333528E-002	6.230639E-003	3.135362
954	5.212488E-002	4.499016E-002	3.186583
955	5.217699E-002	4.165342E-002	3.183246
956	5.337718E-002	1.188554E-002	3.129707
957	5.549314E-002	1.154694E-001	3.026123
958	5.391696E-002	3.929620E-002	3.102296
959	5.276440E-002	1.169202E-002	3.153285
960	5.271681E-002	1.257401E-002	3.154167
961	5.108180E-002	8.005147E-002	3.221644
962	5.262187E-002	1.433250E-002	3.155925
963	5.247937E-002	1.936269E-002	3.160955
964	5.398146E-002	5.030635E-002	3.091286
965	5.322258E-002	1.620405E-002	3.125389
966	5.262154E-002	9.546063E-003	3.151139
967	5.180823E-002	4.351593E-002	3.185109
968	5.463701E-002	8.787365E-002	3.053719
969	5.348090E-002	3.323352E-002	3.108359
970	5.176588E-002	4.191250E-002	3.183505
971	5.142559E-002	5.511177E-002	3.196704
972	5.280168E-002	5.790184E-003	3.135802
973	5.113481E-002	6.498494E-002	3.206578
974	5.234025E-002	1.241145E-002	3.154004
975	5.446851E-002	8.928496E-002	3.052308
976	5.400949E-002	6.782216E-002	3.073770
977	5.182564E-002	3.138585E-002	3.172979
978	5.100475E-002	6.495131E-002	3.206544
979	5.265645E-002	7.782643E-003	3.133810
980	5.178207E-002	2.983592E-002	3.171429
981	5.335307E-002	4.271396E-002	3.098879
982	5.251774E-002	5.136442E-003	3.136456
983	5.229126E-002	3.880388E-003	3.145473
984	5.178608E-002	2.507401E-002	3.166667
985	5.210863E-002	9.676382E-003	3.151269
986	5.345991E-002	5.437156E-002	3.087221
987	5.088982E-002	6.002842E-002	3.201621
988	5.188043E-002	1.630208E-002	3.157895
989	5.389612E-002	7.991419E-002	3.061678
990	5.224052E-002	2.198714E-003	3.139394
991	5.254723E-002	1.747560E-002	3.124117
992	4.925976E-002	1.205041E-001	3.262097
993	5.192550E-002	8.457699E-003	3.150050
994	5.317595E-002	5.104939E-002	3.090543
995	5.210241E-002	1.894161E-003	3.139698
996	5.179013E-002	1.101779E-002	3.152610
997	5.156482E-002	1.989180E-002	3.161484
998	5.161037E-002	1.672398E-002	3.158317
999	5.261369E-002	3.048154E-002	3.111111
1000	5.394501E-002	9.759265E-002	3.044000
1001	5.174421E-002	7.258495E-003	3.148851
1002	5.022147E-002	7.198020E-002	3.213573
1003	5.349622E-002	7.878109E-002	3.062812
1004	5.178657E-002	1.833641E-003	3.143426
1005	5.356310E-002	8.487624E-002	3.056716
1006	5.125417E-002	2.341729E-002	3.165010
1007	5.174053E-002	4.133047E-004	3.142006
1008	5.287166E-002	5.429107E-002	3.087302
1009	5.165195E-002	2.113987E-003	3.143707
1010	5.034534E-002	5.840735E-002	3.200000
1011	5.121234E-002	1.963385E-002	3.161227
1012	5.007054E-002	6.789351E-002	3.209486
1013	5.240467E-002	3.794014E-002	3.103653
1014	4.998391E-002	6.945271E-002	3.211045
1015	5.295929E-002	6.770103E-002	3.073892
1016	5.251636E-002	4.710446E-002	3.094488
1017	4.956996E-002	8.357942E-002	3.225172
1018	5.176919E-002	1.389128E-002	3.127701
1019	5.347422E-002	9.939442E-002	3.042198
1020	5.217828E-002	3.571030E-002	3.105882
1021	5.315905E-002	8.576503E-002	3.055828
1022	5.046637E-002	4.040343E-002	3.181996
1023	5.276330E-002	6.827887E-002	3.073314
1024	5.150789E-002	8.780154E-003	3.132813
1025	4.951265E-002	7.791954E-002	3.219512
1026	5.207861E-002	3.827881E-002	3.103314
1027	4.904931E-002	9.501884E-002	3.236611
1028	4.891140E-002	9.965248E-002	3.241245
1029	5.257916E-002	6.676272E-002	3.074830
1030	5.133261E-002	7.612071E-003	3.133981
1031	4.999235E-002	5.142384E-002	3.193016
1032	5.297987E-002	9.120506E-002	3.050388
1033	5.177632E-002	3.220253E-002	3.109390
1034	5.157202E-002	2.360426E-002	3.117988
1035	5.103537E-002	4.363319E-004	3.142029
1036	4.838523E-002	1.132336E-001	3.254826
1037	5.253916E-002	7.505456E-002	3.066538
1038	5.005206E-002	4.145166E-002	3.183044
1039	5.275223E-002	8.865714E-002	3.052936
1040	4.906905E-002	8.148427E-002	3.223077
1041	5.044430E-002	2.075125E-002	3.162344
1042	5.313212E-002	1.128019E-001	3.028791
1043	5.150957E-002	3.133378E-002	3.110259
1044	5.031848E-002	2.315830E-002	3.164751
1045	5.052953E-002	1.247433E-002	3.154067
1046	5.200386E-002	5.937468E-002	3.082218
1047	4.993682E-002	3.701289E-002	3.178606
1048	5.015167E-002	2.634628E-002	3.167939
1049	5.217826E-002	7.200257E-002	3.069590
1050	4.847307E-002	9.650258E-002	3.238095
1051	4.843237E-002	9.722752E-002	3.238820
1052	5.081213E-002	8.512806E-003	3.133080
1053	5.093089E-002	1.528686E-002	3.126306
1054	5.088931E-002	1.445793E-002	3.127135
1055	5.036233E-002	9.118247E-003	3.150711
1056	5.158398E-002	5.068356E-002	3.090909
1057	5.138992E-002	4.225491E-002	3.099338
1058	5.157640E-002	5.274577E-002	3.088847
1059	5.084085E-002	1.789105E-002	3.123702
1060	4.957296E-002	3.953942E-002	3.181132
1061	5.060010E-002	8.699157E-003	3.132893
1062	5.125923E-002	4.178098E-002	3.099812
1063	5.059735E-002	1.083066E-002	3.130762
1064	5.155246E-002	5.888589E-002	3.082707
1065	5.098295E-002	3.173350E-002	3.109859
1066	5.086502E-002	2.714612E-002	3.114447
1067	4.987135E-002	1.866976E-002	3.160262
1068	5.031402E-002	3.015875E-003	3.138577
1069	5.207018E-002	9.201361E-002	3.049579
1070	4.847960E-002	7.709894E-002	3.218692
1071	5.081440E-002	3.048154E-002	3.111111
1072	4.999268E-002	7.661078E-003	3.149254
1073	5.058004E-002	2.136898E-002	3.120224
1074	5.069267E-002	2.799861E-002	3.113594
1075	4.710530E-002	1.291050E-001	3.270698
1076	4.959040E-002	2.197612E-002	3.163569
1077	5.124175E-002	5.895570E-002	3.082637
1078	4.934775E-002	3.094909E-002	3.172542
1079	4.914367E-002	3.913024E-002	3.180723
1080	4.951166E-002	2.137031E-002	3.162963
1081	4.769254E-002	9.985045E-002	3.241443
1082	5.014120E-002	1.035421E-002	3.131238
1083	5.107241E-002	5.756680E-002	3.084026
1084	5.066607E-002	3.827162E-002	3.103321
1085	5.055183E-002	3.375855E-002	3.107834
1086	4.974944E-002	3.895376E-003	3.145488
1087	4.963163E-002	8.361348E-003	3.149954
1088	4.794658E-002	8.267205E-002	3.224265
1089	4.841794E-002	6.134582E-002	3.202938
1090	4.997686E-002	1.131742E-002	3.130275
1091	5.089685E-002	5.818294E-002	3.083410
1092	5.019949E-002	2.437654E-002	3.117216
1093	4.978244E-002	5.270604E-003	3.136322
1094	4.935662E-002	1.380040E-002	3.155393
1095	4.851663E-002	5.110141E-002	3.192694
1096	5.033754E-002	3.575324E-002	3.105839
1097	4.962581E-002	2.121368E-003	3.139471
